Batting,AB,R,H,RBI,BB,SO,PA,BA,OBP,SLG,OPS,Pit,Str,WPA,aLI,WPA+,WPA-,cWPA,acLI,RE24,PO,A,Details
Alfonso Soriano 2B,5.0,0.0,1.0,1.0,0.0,1.0,5.0,0.231,0.268,0.256,0.525,13.0,9.0,0.007,0.84,0.084,-0.076,0.29%,34.87,-0.2,3.0,4.0,
Derek Jeter SS,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.306,0.375,0.5,0.875,19.0,14.0,-0.09,0.65,0.0,-0.09,-2.35%,26.83,-1.4,4.0,5.0,
Jason Giambi DH,3.0,0.0,1.0,0.0,1.0,1.0,4.0,0.219,0.342,0.281,0.623,21.0,12.0,0.015,0.53,0.041,-0.026,0.45%,21.84,0.3,,,
David Dellucci PR-DH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0.5,0.333,0.833,,,,,,,,,,,,
Bernie Williams CF,4.0,1.0,0.0,0.0,0.0,0.0,4.0,0.29,0.395,0.387,0.782,10.0,6.0,-0.005,0.8,0.052,-0.056,-0.03%,33.02,-0.2,0.0,0.0,
Jorge Posada C,3.0,1.0,1.0,0.0,1.0,0.0,4.0,0.235,0.297,0.353,0.65,17.0,8.0,-0.039,0.79,0.066,-0.105,-1.14%,32.61,-0.4,6.0,0.0,GDP
Hideki Matsui LF,4.0,0.0,1.0,1.0,0.0,0.0,4.0,0.25,0.306,0.406,0.712,13.0,9.0,0.004,0.91,0.044,-0.04,0.17%,37.68,-0.0,1.0,0.0,
Nick Johnson 1B,3.0,1.0,0.0,0.0,1.0,0.0,4.0,0.129,0.25,0.258,0.508,15.0,6.0,-0.028,0.76,0.011,-0.038,-0.78%,31.37,-0.6,10.0,1.0,IW
Aaron Boone 3B,3.0,1.0,2.0,0.0,1.0,1.0,4.0,0.185,0.241,0.222,0.464,16.0,11.0,0.021,0.78,0.052,-0.031,0.54%,32.14,0.2,1.0,3.0,CS
Karim Garcia RF,3.0,0.0,1.0,2.0,1.0,1.0,4.0,0.222,0.364,0.222,0.586,18.0,9.0,0.121,1.25,0.167,-0.045,3.24%,51.55,1.2,1.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,
David Wells P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Mariano Rivera P,,,,,,,,,,,,,,,,,,,,,1.0,0.0,
Team Totals,33.0,4.0,7.0,4.0,5.0,4.0,38.0,0.212,0.316,0.212,0.528,142.0,84.0,0.006,0.81,0.517,-0.507,0.39%,33.37,-1.2,27.0,13.0,
