Batting,AB,R,H,RBI,BB,SO,PA,BA,OBP,SLG,OPS,Pit,Str,WPA,aLI,WPA+,WPA-,cWPA,acLI,RE24,PO,A,Details
Doug Glanville CF,5.0,0.0,1.0,1.0,0.0,1.0,5.0,0.268,0.291,0.42,0.711,13.0,10.0,0.084,1.57,0.198,-0.114,0.06%,1.89,0.4,3.0,0.0,SB
Jimmy Rollins SS,5.0,1.0,2.0,1.0,0.0,1.0,5.0,0.276,0.316,0.415,0.73,15.0,8.0,-0.053,1.92,0.142,-0.195,-0.04%,2.3,0.3,1.0,2.0,"HR,2·SB"
Bobby Abreu RF,5.0,1.0,1.0,0.0,0.0,1.0,5.0,0.259,0.365,0.491,0.856,20.0,14.0,-0.113,1.72,0.091,-0.205,-0.08%,2.06,-0.8,1.0,0.0,2B
Scott Rolen 3B,4.0,0.0,0.0,0.0,0.0,3.0,4.0,0.27,0.354,0.429,0.783,16.0,13.0,-0.115,1.03,0.0,-0.115,-0.08%,1.24,-1.0,2.0,0.0,
Travis Lee 1B,4.0,0.0,1.0,0.0,0.0,1.0,4.0,0.241,0.36,0.427,0.787,11.0,9.0,0.077,0.96,0.125,-0.048,0.06%,1.16,0.2,4.0,1.0,2B
Pat Burrell DH,2.0,1.0,1.0,0.0,2.0,0.0,4.0,0.302,0.385,0.491,0.876,22.0,9.0,0.075,1.33,0.09,-0.016,0.05%,1.6,0.5,,,
Eric Valent LF,4.0,1.0,1.0,1.0,0.0,1.0,4.0,0.3,0.364,0.4,0.764,16.0,11.0,0.034,2.04,0.129,-0.095,0.03%,2.45,0.6,3.0,1.0,2B
Johnny Estrada C,4.0,0.0,0.0,1.0,0.0,1.0,4.0,0.246,0.286,0.354,0.64,12.0,9.0,-0.185,2.15,0.007,-0.192,-0.13%,2.58,-1.1,6.0,0.0,
Marlon Anderson 2B,3.0,0.0,1.0,0.0,1.0,0.0,4.0,0.247,0.312,0.399,0.71,15.0,9.0,-0.036,1.52,0.106,-0.142,-0.03%,1.82,-0.1,3.0,2.0,2·SB
,,,,,,,,,,,,,,,,,,,,,,,
Robert Person P,,,,,,,,,,,,,,,,,,,,,1.0,0.0,
Rheal Cormier P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Jose Santiago P,,,,,,,,,,,,,,,,,,,,,0.0,1.0,
Eddie Oropesa P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Vicente Padilla P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Team Totals,36.0,4.0,8.0,4.0,3.0,9.0,39.0,0.222,0.282,0.389,0.671,140.0,92.0,-0.232,1.6,0.888,-1.122,-0.17%,1.92,-1.0,24.0,7.0,
