Pitching,IP,H,R,ER,BB,SO,HR,ERA,BF,Pit,Str,Ctct,StS,StL,GB,FB,LD,Unk,GSc,IR,IS,WPA,aLI,cWPA,acLI,RE24
Kelvim Escobar,6.0,3,1,0,2,8,0,2.97,24,95,58,31,11,16,8,6,2,0,70.0,,,0.232,1.04,0.18%,1.37,2.3
"Brendan Donnelly, H (7)",0.1,2,3,3,2,0,0,4.07,5,14,6,3,1,2,1,2,2,0,,0.0,0.0,-0.375,2.34,-0.30%,3.09,-2.7
"Scot Shields, BS (3), L (4-3)",1.1,2,3,3,2,1,0,2.73,8,36,18,10,5,3,2,3,0,0,,2.0,1.0,-0.343,2.97,-0.27%,3.92,-2.6
Joel Peralta,0.1,0,0,0,0,1,0,0.0,1,6,4,1,2,1,0,0,0,0,,1.0,0.0,0.006,0.21,0.00%,0.28,0.3
Team Totals,8.0,7,7,6,6,10,0,6.75,38,151,86,45,19,22,11,11,4,0,70.0,3.0,1.0,-0.48,1.59,-0.38%,2.1,-2.6
