0,1,2
1.0,Luis Alicea,2B
2.0,Frank Catalanotto,DH
3.0,Rusty Greer,LF
4.0,Rafael Palmeiro,1B
5.0,Gabe Kapler,CF
6.0,Ricky Ledee,RF
7.0,Mike Lamb,3B
8.0,Bill Haselman,C
9.0,Royce Clayton,SS
,,
