Batting,AB,R,H,RBI,BB,SO,PA,BA,OBP,SLG,OPS,Pit,Str,WPA,aLI,WPA+,WPA-,cWPA,acLI,RE24,PO,A,Details
Reed Johnson RF,4.0,0.0,1.0,0.0,0.0,0.0,4.0,0.293,0.354,0.444,0.797,13.0,8.0,-0.035,1.06,0.046,-0.081,-0.01%,0.64,-0.3,1.0,0.0,
Orlando Hudson 2B,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.262,0.339,0.448,0.788,15.0,11.0,-0.102,0.99,0.0,-0.102,-0.04%,0.6,-0.9,4.0,5.0,
Vernon Wells CF,4.0,1.0,1.0,1.0,0.0,0.0,4.0,0.285,0.363,0.442,0.805,7.0,4.0,-0.011,1.07,0.091,-0.101,-0.00%,0.65,0.3,1.0,0.0,HR
Carlos Delgado 1B,3.0,1.0,0.0,0.0,1.0,1.0,4.0,0.228,0.326,0.399,0.725,16.0,9.0,-0.049,1.0,0.036,-0.085,-0.02%,0.6,-0.2,9.0,2.0,
Josh Phelps DH,4.0,1.0,1.0,1.0,0.0,1.0,4.0,0.245,0.297,0.377,0.674,14.0,9.0,0.013,1.24,0.112,-0.099,0.01%,0.75,0.2,,,HR
Eric Hinske 3B,4.0,0.0,1.0,0.0,0.0,0.0,4.0,0.213,0.288,0.333,0.622,14.0,8.0,0.009,0.85,0.069,-0.06,0.00%,0.51,-0.2,0.0,3.0,2B
Chris Gomez SS,4.0,1.0,1.0,0.0,0.0,0.0,4.0,0.288,0.363,0.375,0.738,15.0,11.0,-0.019,0.73,0.02,-0.039,-0.01%,0.44,-0.3,4.0,4.0,
Simon Pond LF,4.0,1.0,2.0,3.0,0.0,0.0,4.0,0.143,0.25,0.333,0.583,14.0,9.0,0.283,1.23,0.351,-0.068,0.10%,0.74,2.1,1.0,0.0,"HR,2B"
Kevin Cash C,3.0,0.0,0.0,0.0,0.0,1.0,3.0,0.229,0.286,0.358,0.644,21.0,13.0,-0.115,1.36,0.0,-0.115,-0.04%,0.82,-1.0,4.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,
Roy Halladay P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Jason Kershner P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Micheal Nakamura P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Valerio De Los Santos P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Kerry Ligtenberg P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Terry Adams P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Team Totals,34.0,5.0,7.0,5.0,1.0,3.0,35.0,0.206,0.229,0.529,0.758,129.0,82.0,-0.026,1.05,0.725,-0.75,-0.01%,0.63,-0.4,24.0,14.0,
