Batting,AB,R,H,RBI,BB,SO,PA,BA,OBP,SLG,OPS,Pit,Str,WPA,aLI,WPA+,WPA-,cWPA,acLI,RE24,PO,A,Details
Shannon Stewart LF,4.0,1.0,3.0,0.0,1.0,0.0,5.0,0.347,0.385,0.563,0.949,20.0,12.0,0.041,0.39,0.06,-0.019,0.04%,0.63,0.8,3.0,0.0,2·SB
Craig Grebeck 2B,4.0,1.0,1.0,0.0,0.0,2.0,5.0,0.289,0.344,0.43,0.774,18.0,10.0,0.023,0.61,0.057,-0.035,0.02%,0.99,-0.2,2.0,1.0,HBP
Raul Mondesí RF,4.0,2.0,2.0,4.0,0.0,0.0,4.0,0.278,0.326,0.511,0.836,12.0,7.0,0.148,0.77,0.18,-0.032,0.14%,1.25,2.2,4.0,0.0,2·HR
Carlos Delgado 1B,4.0,0.0,1.0,0.0,0.0,1.0,4.0,0.356,0.466,0.719,1.185,19.0,12.0,-0.01,0.45,0.023,-0.032,-0.01%,0.72,-0.6,4.0,1.0,
Tony Batista 3B,4.0,0.0,1.0,0.0,0.0,0.0,4.0,0.283,0.327,0.543,0.87,16.0,10.0,-0.062,0.33,0.005,-0.067,-0.06%,0.53,-0.9,0.0,1.0,"SB,GDP"
José Cruz CF,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.238,0.317,0.455,0.772,12.0,8.0,-0.031,0.29,0.0,-0.031,-0.03%,0.47,-1.0,3.0,0.0,
Brad Fullmer DH,4.0,1.0,1.0,1.0,0.0,2.0,4.0,0.308,0.379,0.561,0.94,18.0,12.0,0.045,0.33,0.064,-0.019,0.04%,0.54,0.3,,,HR
Alex Gonzalez SS,3.0,0.0,0.0,0.0,1.0,1.0,4.0,0.238,0.3,0.365,0.664,23.0,12.0,0.014,0.38,0.029,-0.015,0.01%,0.61,-0.1,2.0,3.0,2·SB
Alberto Castillo C,4.0,0.0,0.0,0.0,0.0,1.0,4.0,0.229,0.292,0.292,0.584,11.0,9.0,-0.035,0.34,0.0,-0.035,-0.03%,0.55,-1.1,8.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,
Frank Castillo P,,,,,,,,,,,,,,,,,,,,,1.0,0.0,
Paul Quantrill P,,,,,,,,,,,,,,,,,,,,,0.0,1.0,
Billy Koch P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Team Totals,35.0,5.0,9.0,5.0,2.0,7.0,38.0,0.257,0.316,0.514,0.83,149.0,92.0,0.133,0.43,0.418,-0.285,0.13%,0.69,-0.5,27.0,7.0,
