Unnamed: 0,Unnamed: 1,1,2,3,4,5,6,7,8,9,10,11,R,H,E
via Sports Logos.net About logos,Toronto Blue Jays,0,0,0,0,0,0,3,0,0,0,0,3,10,0
via Sports Logos.net About logos,Boston Red Sox,1,0,2,0,0,0,0,0,0,0,3,6,9,1
WP: Rheal Cormier (2-0) • LP: John Frascatore (0-1),WP: Rheal Cormier (2-0) • LP: John Frascatore (0-1),WP: Rheal Cormier (2-0) • LP: John Frascatore (0-1),WP: Rheal Cormier (2-0) • LP: John Frascatore (0-1),WP: Rheal Cormier (2-0) • LP: John Frascatore (0-1),WP: Rheal Cormier (2-0) • LP: John Frascatore (0-1),WP: Rheal Cormier (2-0) • LP: John Frascatore (0-1),WP: Rheal Cormier (2-0) • LP: John Frascatore (0-1),WP: Rheal Cormier (2-0) • LP: John Frascatore (0-1),WP: Rheal Cormier (2-0) • LP: John Frascatore (0-1),WP: Rheal Cormier (2-0) • LP: John Frascatore (0-1),WP: Rheal Cormier (2-0) • LP: John Frascatore (0-1),WP: Rheal Cormier (2-0) • LP: John Frascatore (0-1),WP: Rheal Cormier (2-0) • LP: John Frascatore (0-1),WP: Rheal Cormier (2-0) • LP: John Frascatore (0-1),WP: Rheal Cormier (2-0) • LP: John Frascatore (0-1)
Winning Run scored with 2 outs,Winning Run scored with 2 outs,Winning Run scored with 2 outs,Winning Run scored with 2 outs,Winning Run scored with 2 outs,Winning Run scored with 2 outs,Winning Run scored with 2 outs,Winning Run scored with 2 outs,Winning Run scored with 2 outs,Winning Run scored with 2 outs,Winning Run scored with 2 outs,Winning Run scored with 2 outs,Winning Run scored with 2 outs,Winning Run scored with 2 outs,Winning Run scored with 2 outs,Winning Run scored with 2 outs
