0,1,2
1.0,Juan Pierre,CF
2.0,Jose Ortiz,2B
3.0,Larry Walker,DH
4.0,Todd Helton,1B
5.0,Todd Zeile,3B
6.0,Todd Hollandsworth,RF
7.0,Benny Agbayani,LF
8.0,Juan Uribe,SS
9.0,Gary Bennett,C
,Mike Hampton,P
