Pitching,IP,H,R,ER,BB,SO,HR,ERA,BF,Pit,Str,Ctct,StS,StL,GB,FB,LD,Unk,GSc,IR,IS,WPA,aLI,cWPA,acLI,RE24
"Matt Morris, L (0-2)",4.1,4,4,4,4,3,0,5.91,21,89,50,27,5,18,9,4,1,0,38.0,,,-0.189,0.81,-5.55%,43.14,-1.6
Cal Eldred,1.1,4,2,2,0,1,0,6.75,9,35,20,10,2,8,2,5,0,0,,1.0,0.0,-0.041,0.48,-1.19%,25.24,-1.4
Ray King,0.1,0,0,0,0,1,0,3.86,1,5,4,1,2,1,0,0,0,0,,2.0,0.0,0.007,0.24,0.21%,12.74,0.6
Jason Marquis,1.0,0,0,0,2,0,0,6.48,5,25,12,7,0,5,0,3,0,0,,0.0,0.0,0.005,0.09,0.14%,4.56,0.6
Alberto Reyes,1.0,0,0,0,0,0,0,0.0,3,12,6,4,0,2,2,1,0,0,,0.0,0.0,0.004,0.05,0.12%,2.83,0.6
Team Totals,8.0,8,6,6,6,5,0,6.75,39,166,92,49,9,34,13,13,1,0,38.0,3.0,0.0,-0.214,0.57,-6.27%,30.18,-1.2
