Batting,AB,R,H,RBI,BB,SO,PA,BA,OBP,SLG,OPS,Pit,Str,WPA,aLI,WPA+,WPA-,cWPA,acLI,RE24,PO,A,Details
José Reyes SS,4.0,0.0,1.0,0.0,0.0,1.0,4.0,0.293,0.351,0.479,0.83,14.0,12.0,-0.118,1.22,0.034,-0.152,-0.03%,0.58,-0.8,1.0,3.0,CS
Paul Lo Duca C,4.0,1.0,1.0,0.0,0.0,1.0,4.0,0.282,0.325,0.395,0.72,16.0,11.0,-0.085,1.19,0.019,-0.104,-0.02%,0.56,-0.7,1.0,0.0,
Carlos Beltrán CF,4.0,1.0,2.0,2.0,0.0,1.0,4.0,0.291,0.403,0.625,1.028,20.0,12.0,0.271,0.88,0.303,-0.032,0.08%,0.42,1.7,2.0,0.0,HR
David Wright DH,4.0,0.0,1.0,0.0,0.0,1.0,4.0,0.327,0.394,0.587,0.982,21.0,13.0,-0.09,0.97,0.011,-0.1,-0.03%,0.46,-0.5,,,
Jose Valentin 2B,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.288,0.327,0.529,0.857,9.0,7.0,-0.114,1.05,0.0,-0.114,-0.03%,0.5,-1.0,1.0,1.0,
Julio Franco 1B,4.0,0.0,1.0,0.0,0.0,0.0,4.0,0.303,0.361,0.439,0.801,13.0,8.0,-0.086,1.22,0.053,-0.139,-0.03%,0.58,-0.6,11.0,0.0,2B
Endy Chavez LF,4.0,0.0,1.0,0.0,0.0,1.0,4.0,0.274,0.315,0.401,0.717,15.0,11.0,-0.016,1.06,0.072,-0.087,-0.00%,0.51,-0.3,4.0,0.0,2B
Chris Woodward 3B,2.0,0.0,1.0,0.0,1.0,1.0,3.0,0.244,0.323,0.341,0.664,15.0,10.0,-0.021,1.45,0.041,-0.061,-0.01%,0.68,0.0,1.0,7.0,
Lastings Milledge RF,3.0,0.0,0.0,0.0,0.0,1.0,3.0,0.233,0.287,0.419,0.706,10.0,6.0,-0.131,1.59,0.0,-0.131,-0.04%,0.75,-1.0,3.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,
Tom Glavine P,,,,,,,,,,,,,,,,,,,,,0.0,1.0,
Aaron Heilman P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Duaner Sanchez P,,,,,,,,,,,,,,,,,,,,,0.0,1.0,
Team Totals,33.0,2.0,8.0,2.0,1.0,7.0,34.0,0.242,0.265,0.394,0.659,133.0,90.0,-0.39,1.17,0.533,-0.92,-0.11%,0.55,-3.2,24.0,13.0,
