Batting,AB,R,H,RBI,BB,SO,PA,BA,OBP,SLG,OPS,Pit,Str,WPA,aLI,WPA+,WPA-,cWPA,acLI,RE24,PO,A,Details
Denny Hocking SS,5.0,0.0,0.0,0.0,0.0,1.0,5.0,0.161,0.206,0.258,0.464,22.0,15.0,-0.12,0.88,0.0,-0.12,-0.09%,1.07,-1.3,0.0,1.0,
Luis Rivas 2B,4.0,1.0,1.0,1.0,0.0,1.0,4.0,0.209,0.217,0.358,0.576,15.0,10.0,0.038,0.69,0.094,-0.056,0.03%,0.84,0.4,0.0,3.0,HR
Matt Lawton RF,3.0,2.0,2.0,1.0,1.0,0.0,4.0,0.25,0.449,0.393,0.842,18.0,9.0,0.091,0.68,0.117,-0.026,0.07%,0.83,1.3,0.0,0.0,HR
Corey Koskie 3B,4.0,1.0,1.0,0.0,0.0,1.0,4.0,0.348,0.397,0.545,0.943,17.0,12.0,-0.039,0.95,0.031,-0.07,-0.03%,1.16,-0.2,2.0,3.0,
David Ortiz DH,4.0,0.0,1.0,1.0,0.0,1.0,4.0,0.379,0.463,0.776,1.239,16.0,11.0,0.037,1.01,0.103,-0.065,0.03%,1.24,0.6,,,
Torii Hunter CF,4.0,0.0,1.0,1.0,0.0,1.0,4.0,0.235,0.278,0.471,0.748,16.0,12.0,0.026,1.12,0.069,-0.043,0.02%,1.37,0.2,2.0,0.0,SB
Doug Mientkiewicz 1B,3.0,0.0,1.0,0.0,1.0,1.0,4.0,0.362,0.406,0.638,1.044,18.0,9.0,0.005,0.86,0.052,-0.047,0.00%,1.05,0.1,12.0,2.0,2B
Jacque Jones LF,4.0,0.0,1.0,0.0,0.0,0.0,4.0,0.242,0.286,0.364,0.649,9.0,8.0,-0.011,0.98,0.055,-0.067,-0.01%,1.2,-0.5,1.0,0.0,
A.J. Pierzynski C,4.0,0.0,0.0,0.0,0.0,2.0,4.0,0.293,0.31,0.439,0.749,14.0,9.0,-0.128,1.0,0.0,-0.128,-0.09%,1.22,-1.5,5.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,
Mark Redman P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
J.C. Romero P,,,,,,,,,,,,,,,,,,,,,2.0,0.0,
Eddie Guardado P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Travis Miller P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Team Totals,35.0,4.0,8.0,4.0,2.0,8.0,37.0,0.229,0.27,0.429,0.699,145.0,95.0,-0.101,0.89,0.521,-0.622,-0.07%,1.09,-1.0,24.0,9.0,
