Batting,AB,R,H,RBI,BB,SO,PA,BA,OBP,SLG,OPS,Pit,Str,WPA,aLI,WPA+,WPA-,cWPA,acLI,RE24,PO,A,Details
Jason Tyner LF,5.0,1.0,2.0,0.0,0.0,0.0,5.0,0.289,0.313,0.339,0.652,16.0,13.0,0.026,0.55,0.056,-0.03,0%,0.0,0.1,1.0,0.0,SB
Damian Rolls PH-LF,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.262,0.294,0.338,0.631,5.0,3.0,0.0,0.0,0.0,0.0,0%,0.0,-0.3,0.0,0.0,
Brent Abernathy 2B,6.0,1.0,2.0,1.0,0.0,1.0,6.0,0.277,0.33,0.39,0.719,24.0,16.0,-0.047,0.54,0.025,-0.071,0%,0.0,0.7,1.0,3.0,
Steve Cox 1B,5.0,1.0,0.0,0.0,1.0,2.0,6.0,0.234,0.294,0.392,0.686,29.0,16.0,-0.058,0.43,0.002,-0.061,0%,0.0,-1.7,6.0,2.0,
Toby Hall C,5.0,1.0,2.0,0.0,0.0,1.0,5.0,0.306,0.333,0.444,0.777,19.0,12.0,-0.044,0.45,0.011,-0.054,0%,0.0,-0.8,10.0,0.0,
Randy Winn CF,4.0,3.0,2.0,1.0,1.0,0.0,5.0,0.286,0.351,0.426,0.777,19.0,10.0,0.113,0.62,0.113,0.0,0%,0.0,1.9,1.0,0.0,
Ben Grieve RF,2.0,1.0,1.0,2.0,2.0,0.0,4.0,0.251,0.364,0.372,0.736,22.0,10.0,0.138,0.97,0.146,-0.008,0%,0.0,2.4,1.0,0.0,2B
Jose Guillen RF,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.283,0.311,0.363,0.674,4.0,3.0,0.001,0.01,0.001,0.0,0%,0.0,0.9,0.0,0.0,2B
Aubrey Huff DH,5.0,1.0,3.0,5.0,0.0,1.0,5.0,0.246,0.289,0.363,0.653,13.0,10.0,-0.02,0.91,0.052,-0.072,0%,0.0,2.5,,,2B
Jared Sandberg 3B,5.0,1.0,1.0,1.0,0.0,3.0,5.0,0.227,0.286,0.309,0.595,16.0,11.0,-0.011,0.52,0.063,-0.074,0%,0.0,-0.7,0.0,1.0,2B
Chris Gomez SS,3.0,1.0,1.0,1.0,0.0,2.0,3.0,0.25,0.29,0.375,0.665,12.0,8.0,0.098,0.74,0.112,-0.014,0%,0.0,1.5,2.0,2.0,
Felix Martinez SS,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.234,0.286,0.303,0.589,4.0,3.0,0.001,0.01,0.001,0.0,0%,0.0,0.4,3.0,0.0,2B
,,,,,,,,,,,,,,,,,,,,,,,
Paul Wilson P,,,,,,,,,,,,,,,,,,,,,1.0,0.0,
Jesus Colome P,,,,,,,,,,,,,,,,,,,,,1.0,1.0,
Travis Phelps P,,,,,,,,,,,,,,,,,,,,,0.0,1.0,
Team Totals,44.0,12.0,16.0,11.0,4.0,11.0,48.0,0.364,0.417,0.477,0.894,183.0,115.0,0.197,0.57,0.582,-0.384,0.00%,0.0,7.0,27.0,10.0,
