Inn,Score,Out,RoB,Pit(cnt),R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
"Top of the 1st, Mariners Batting, Tied 0-0, Red Sox' Darren Oliver facing 1-2-3","Top of the 1st, Mariners Batting, Tied 0-0, Red Sox' Darren Oliver facing 1-2-3","Top of the 1st, Mariners Batting, Tied 0-0, Red Sox' Darren Oliver facing 1-2-3","Top of the 1st, Mariners Batting, Tied 0-0, Red Sox' Darren Oliver facing 1-2-3","Top of the 1st, Mariners Batting, Tied 0-0, Red Sox' Darren Oliver facing 1-2-3","Top of the 1st, Mariners Batting, Tied 0-0, Red Sox' Darren Oliver facing 1-2-3","Top of the 1st, Mariners Batting, Tied 0-0, Red Sox' Darren Oliver facing 1-2-3","Top of the 1st, Mariners Batting, Tied 0-0, Red Sox' Darren Oliver facing 1-2-3","Top of the 1st, Mariners Batting, Tied 0-0, Red Sox' Darren Oliver facing 1-2-3","Top of the 1st, Mariners Batting, Tied 0-0, Red Sox' Darren Oliver facing 1-2-3","Top of the 1st, Mariners Batting, Tied 0-0, Red Sox' Darren Oliver facing 1-2-3","Top of the 1st, Mariners Batting, Tied 0-0, Red Sox' Darren Oliver facing 1-2-3"
t1,0-0,0,---,"5,(3-1) CBBBB",,SEA,Ichiro Suzuki,Darren Oliver,3%,53%,Walk
t1,0-0,0,1--,"2,(1-0) BX",O,SEA,Jeff Cirillo,Darren Oliver,-3%,50%,Popfly: 3B
t1,0-0,1,1--,"2,(1-0) BX",,SEA,Ruben Sierra,Darren Oliver,3%,54%,Single to CF (Line Drive); Suzuki to 2B
t1,0-0,1,12-,"4,(1-2) CFBX",O,SEA,Bret Boone,Darren Oliver,-4%,50%,Groundout: SS-2B/Forceout at 2B; Suzuki to 3B
t1,0-0,2,1-3,"5,(3-1) BBBCB",,SEA,John Olerud,Darren Oliver,2%,52%,Walk; Boone to 2B
t1,0-0,2,123,"2,(0-1) CX",O,SEA,Mike Cameron,Darren Oliver,-7%,45%,Flyball: CF
,,,,,,,,,"0 runs, 1 hit, 0 errors, 3 LOB. Mariners 0, Red Sox 0.","0 runs, 1 hit, 0 errors, 3 LOB. Mariners 0, Red Sox 0.","0 runs, 1 hit, 0 errors, 3 LOB. Mariners 0, Red Sox 0."
"Bottom of the 1st, Red Sox Batting, Tied 0-0, Mariners' John Halama facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Mariners' John Halama facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Mariners' John Halama facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Mariners' John Halama facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Mariners' John Halama facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Mariners' John Halama facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Mariners' John Halama facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Mariners' John Halama facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Mariners' John Halama facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Mariners' John Halama facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Mariners' John Halama facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Mariners' John Halama facing 1-2-3"
b1,0-0,0,---,"5,(2-2) CCBBX",O,BOS,Rickey Henderson,John Halama,2%,47%,Groundout: 3B-1B
b1,0-0,1,---,"5,(2-2) CBBFX",,BOS,Johnny Damon,John Halama,-2%,45%,Reached on E3 (catch) (Ground Ball to SS)
b1,0-0,1,1--,"4,(2-1) BBFB",,BOS,Nomar Garciaparra,John Halama,-1%,43%,Wild Pitch; Damon to 2B
b1,0-0,1,-2-,"6,(3-2) BBFBFB",,BOS,Nomar Garciaparra,John Halama,-2%,41%,Walk
b1,0-0,1,12-,"3,(1-1) CBX",RR,BOS,Brian Daubach,John Halama,-15%,26%,Double to RF (Line Drive to Deep CF-RF); Damon Scores/unER; Garciaparra Scores/unER
b1,2-0,1,-2-,"4,(1-2) CCBX",O,BOS,Shea Hillenbrand,John Halama,3%,29%,Groundout: SS-1B
b1,2-0,2,-2-,"3,(2-0) BBX",O,BOS,Jose Offerman,John Halama,2%,31%,Groundout: 3B-1B
