0,1,2
1.0,Juan Pierre,CF
2.0,Luis Castillo,2B
3.0,Ivan Rodriguez,C
4.0,Mike Lowell,DH
5.0,Juan Encarnacion,RF
6.0,Derrek Lee,1B
7.0,Miguel Cabrera,3B
8.0,Alex Gonzalez,SS
9.0,Brian Banks,LF
,Tommy Phelps,P
