Batting,AB,R,H,RBI,BB,SO,PA,BA,OBP,SLG,OPS,Pit,Str,WPA,aLI,WPA+,WPA-,cWPA,acLI,RE24,PO,A,Details
Juan Pierre CF,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.269,0.32,0.314,0.633,11.0,9.0,-0.068,0.52,0.0,-0.068,-0.03%,0.32,-0.9,0.0,0.0,
Jose Ortiz 2B,4.0,0.0,2.0,0.0,0.0,0.0,4.0,0.237,0.302,0.303,0.604,16.0,13.0,0.006,0.47,0.031,-0.024,0.00%,0.29,-0.2,0.0,2.0,
Larry Walker DH,3.0,1.0,1.0,0.0,1.0,1.0,4.0,0.309,0.404,0.545,0.948,18.0,9.0,-0.027,0.64,0.029,-0.056,-0.01%,0.39,0.0,,,2B
Todd Helton 1B,4.0,0.0,2.0,0.0,0.0,0.0,4.0,0.344,0.436,0.643,1.079,21.0,11.0,0.04,0.76,0.062,-0.021,0.01%,0.46,0.1,9.0,1.0,
Todd Zeile 3B,4.0,1.0,2.0,2.0,0.0,0.0,4.0,0.301,0.363,0.5,0.863,16.0,11.0,-0.102,1.02,0.043,-0.145,-0.04%,0.62,0.5,1.0,2.0,"HR,GDP"
Todd Hollandsworth RF,4.0,0.0,2.0,0.0,0.0,0.0,4.0,0.286,0.333,0.473,0.806,9.0,6.0,-0.009,0.56,0.028,-0.037,-0.00%,0.34,-0.1,3.0,1.0,
Benny Agbayani LF,4.0,0.0,0.0,0.0,0.0,2.0,4.0,0.229,0.27,0.373,0.643,12.0,9.0,-0.077,0.69,0.0,-0.077,-0.03%,0.42,-1.0,2.0,0.0,
Bobby Estalella C,4.0,1.0,1.0,1.0,0.0,0.0,4.0,0.247,0.341,0.616,0.958,17.0,9.0,0.052,0.54,0.085,-0.033,0.02%,0.33,0.4,6.0,0.0,HR
Juan Uribe SS,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.25,0.307,0.335,0.641,13.0,11.0,-0.069,0.65,0.0,-0.069,-0.03%,0.4,-0.9,2.0,3.0,
,,,,,,,,,,,,,,,,,,,,,,,
Denny Neagle P,,,,,,,,,,,,,,,,,,,,,0.0,1.0,
Denny Stark P,,,,,,,,,,,,,,,,,,,,,1.0,0.0,
Chris Nichting P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Brian Fuentes P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Team Totals,36.0,3.0,10.0,3.0,1.0,3.0,37.0,0.278,0.297,0.472,0.77,133.0,88.0,-0.254,0.65,0.278,-0.53,-0.09%,0.4,-2.0,24.0,10.0,
