Batting,AB,R,H,RBI,BB,SO,PA,BA,OBP,SLG,OPS,Pit,Str,WPA,aLI,WPA+,WPA-,cWPA,acLI,RE24,PO,A,Details
Orlando Palmeiro LF,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.312,0.397,0.407,0.805,26.0,19.0,-0.114,0.85,0.0,-0.114,-0.09%,1.15,-1.1,0.0,0.0,
Scott Spiezio DH,4.0,0.0,0.0,0.0,0.0,1.0,4.0,0.242,0.333,0.44,0.773,18.0,11.0,-0.103,0.93,0.0,-0.103,-0.08%,1.26,-0.9,,,
Mo Vaughn 1B,4.0,1.0,3.0,1.0,0.0,1.0,4.0,0.289,0.377,0.538,0.916,12.0,7.0,0.169,0.93,0.181,-0.012,0.14%,1.26,1.6,10.0,0.0,HR
Tim Salmon RF,4.0,0.0,0.0,0.0,0.0,2.0,4.0,0.293,0.405,0.557,0.962,22.0,17.0,-0.157,1.53,0.0,-0.157,-0.13%,2.09,-1.3,0.0,0.0,
Garret Anderson CF,3.0,0.0,2.0,0.0,1.0,0.0,4.0,0.269,0.292,0.516,0.808,12.0,4.0,0.127,1.45,0.148,-0.02,0.10%,1.98,0.9,4.0,0.0,SB
Troy Glaus 3B,1.0,0.0,0.0,0.0,3.0,0.0,4.0,0.286,0.406,0.606,1.012,26.0,11.0,0.013,1.97,0.079,-0.066,0.01%,2.69,0.2,0.0,5.0,
Adam Kennedy 2B,4.0,0.0,1.0,0.0,0.0,0.0,4.0,0.271,0.308,0.415,0.722,18.0,10.0,-0.257,2.54,0.0,-0.257,-0.21%,3.46,-2.0,2.0,2.0,2B
Bengie Molina C,4.0,0.0,2.0,0.0,0.0,1.0,4.0,0.272,0.308,0.417,0.725,18.0,13.0,0.024,1.56,0.125,-0.101,0.02%,2.13,-0.1,7.0,0.0,
Benji Gil PR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.226,0.311,0.341,0.652,,,,,,,,,,,,
Kevin Stocker SS,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.238,0.352,0.337,0.689,13.0,10.0,-0.255,1.7,0.0,-0.255,-0.21%,2.31,-1.8,1.0,3.0,
,,,,,,,,,,,,,,,,,,,,,,,
Ramon Ortiz P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Mike Holtz P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Mark Petkovsek P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Team Totals,33.0,1.0,8.0,1.0,4.0,5.0,37.0,0.242,0.324,0.364,0.688,165.0,102.0,-0.553,1.48,0.533,-1.085,-0.45%,2.01,-4.5,24.0,10.0,
