Batting,AB,R,H,RBI,BB,SO,PA,BA,OBP,SLG,OPS,Pit,Str,WPA,aLI,WPA+,WPA-,cWPA,acLI,RE24,PO,A,Details
Chris Magruder RF,4.0,1.0,1.0,0.0,1.0,2.0,5.0,0.218,0.267,0.372,0.639,23.0,14.0,0.032,0.61,0.07,-0.038,0.01%,0.41,0.3,1.0,0.0,2B
Omar Vizquel SS,3.0,0.0,0.0,0.0,1.0,0.0,4.0,0.302,0.384,0.498,0.882,26.0,16.0,-0.073,0.94,0.006,-0.079,-0.03%,0.63,-0.9,3.0,4.0,
Ellis Burks DH,4.0,1.0,2.0,1.0,0.0,1.0,4.0,0.273,0.347,0.455,0.801,10.0,8.0,0.057,0.96,0.103,-0.046,0.02%,0.64,0.9,,,
Jim Thome 1B,4.0,1.0,1.0,3.0,0.0,3.0,4.0,0.271,0.419,0.559,0.978,20.0,14.0,0.152,0.91,0.202,-0.05,0.06%,0.61,1.4,5.0,2.0,HR
Travis Fryman 3B,3.0,0.0,2.0,0.0,1.0,0.0,4.0,0.22,0.304,0.361,0.665,18.0,11.0,0.05,0.57,0.069,-0.019,0.02%,0.38,0.8,0.0,1.0,2B
Milton Bradley CF,4.0,0.0,1.0,0.0,0.0,0.0,4.0,0.246,0.318,0.381,0.698,17.0,12.0,-0.044,0.77,0.034,-0.077,-0.02%,0.51,-0.8,5.0,0.0,"2B,CS"
Ben Broussard LF,3.0,0.0,1.0,0.0,0.0,2.0,3.0,0.25,0.25,0.25,0.5,15.0,11.0,-0.012,0.93,0.037,-0.049,-0.01%,0.62,-0.2,4.0,0.0,
Jolbert Cabrera PH-LF,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.111,0.186,0.127,0.313,5.0,4.0,-0.024,0.8,0.0,-0.024,-0.01%,0.53,-0.3,1.0,0.0,
Einar Díaz C,4.0,0.0,0.0,0.0,0.0,1.0,4.0,0.216,0.265,0.317,0.582,20.0,11.0,-0.138,0.77,0.0,-0.138,-0.06%,0.51,-2.0,6.0,0.0,
John McDonald 2B,4.0,1.0,1.0,0.0,0.0,1.0,4.0,0.278,0.316,0.403,0.719,17.0,10.0,-0.013,0.47,0.026,-0.039,-0.01%,0.32,-0.2,1.0,1.0,2B
,,,,,,,,,,,,,,,,,,,,,,,
Danys Báez P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Ricardo Rincon P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Mark Wohlers P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Paul Shuey P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Bob Wickman P,,,,,,,,,,,,,,,,,,,,,1.0,0.0,
Team Totals,34.0,4.0,9.0,4.0,3.0,10.0,37.0,0.265,0.324,0.471,0.795,171.0,111.0,-0.013,0.76,0.547,-0.559,-0.00%,0.51,-1.0,27.0,8.0,
