Pitching,IP,H,R,ER,BB,SO,HR,ERA,BF,Pit,Str,Ctct,StS,StL,GB,FB,LD,Unk,GSc,IR,IS,WPA,aLI,cWPA,acLI,RE24
"Carl Pavano, L (6-9)",0,6,6,6,0,0,1,4.73,6,22,14,9,1,4,1,5,3,0,14.0,,,-0.41,0.98,-0.14%,0.56,-5.4
Michael Tejera,0,4,5,5,1,0,0,5.47,5,32,21,15,2,4,2,2,2,0,,1.0,1.0,-0.114,0.49,-0.04%,0.28,-5.0
Allen Levrault,3,6,6,6,5,2,2,3.86,19,84,42,24,6,12,0,12,4,0,,1.0,1.0,-0.008,0.01,-0.00%,0.01,-4.9
Kevin Olsen,3,9,4,4,0,4,0,11.17,17,77,56,36,6,14,2,11,7,0,,0.0,0.0,0.0,0.0,0.00%,0.0,-2.8
Blaine Neal,2,3,4,4,1,1,0,8.0,10,37,25,16,2,7,2,5,1,0,,2.0,1.0,0.0,0.0,0.00%,0.0,-2.4
Team Totals,8,28,25,25,7,7,3,28.12,57,252,158,100,17,41,7,35,17,0,14.0,4.0,3.0,-0.532,0.15,-0.18%,0.09,-20.4
