Pitching,IP,H,R,ER,BB,SO,HR,ERA,BF,Pit,Str,Ctct,StS,StL,GB,FB,LD,Unk,GSc,IR,IS,WPA,aLI,cWPA,acLI,RE24
"Ismael Valdez, L (5-3)",4,6,6,6,2,3,2,4.88,20,77,53,33,2,18,3,12,4,0,27.0,,,-0.236,0.81,-0.19%,1.1,-3.1
Brandon Puffer,3,4,2,2,1,4,0,4.5,15,75,42,25,6,11,1,8,3,0,,2.0,2.0,-0.044,0.23,-0.04%,0.32,-0.7
Antonio Osuna,1,3,1,1,0,1,0,4.12,6,24,17,12,2,3,3,2,1,0,,0.0,0.0,-0.003,0.04,-0.00%,0.05,-0.4
Team Totals,8,13,9,9,3,8,2,10.12,41,176,112,70,10,32,7,22,8,0,27.0,2.0,2.0,-0.283,0.48,-0.23%,0.66,-4.2
