Unnamed: 0,Unnamed: 1,1,2,3,4,5,6,7,8,9,10,11,12,R,H,E
via Sports Logos.net About logos,New York Yankees,0,0,2,0,0,2,0,0,0,0,0,0,4,12,1
via Sports Logos.net About logos,Boston Red Sox,0,0,0,0,3,0,0,0,1,0,0,2,6,8,0
WP: Curt Leskanic (1-0) • LP: Paul Quantrill (1-1),WP: Curt Leskanic (1-0) • LP: Paul Quantrill (1-1),WP: Curt Leskanic (1-0) • LP: Paul Quantrill (1-1),WP: Curt Leskanic (1-0) • LP: Paul Quantrill (1-1),WP: Curt Leskanic (1-0) • LP: Paul Quantrill (1-1),WP: Curt Leskanic (1-0) • LP: Paul Quantrill (1-1),WP: Curt Leskanic (1-0) • LP: Paul Quantrill (1-1),WP: Curt Leskanic (1-0) • LP: Paul Quantrill (1-1),WP: Curt Leskanic (1-0) • LP: Paul Quantrill (1-1),WP: Curt Leskanic (1-0) • LP: Paul Quantrill (1-1),WP: Curt Leskanic (1-0) • LP: Paul Quantrill (1-1),WP: Curt Leskanic (1-0) • LP: Paul Quantrill (1-1),WP: Curt Leskanic (1-0) • LP: Paul Quantrill (1-1),WP: Curt Leskanic (1-0) • LP: Paul Quantrill (1-1),WP: Curt Leskanic (1-0) • LP: Paul Quantrill (1-1),WP: Curt Leskanic (1-0) • LP: Paul Quantrill (1-1),WP: Curt Leskanic (1-0) • LP: Paul Quantrill (1-1)
Winning Run scored with 0 outs,Winning Run scored with 0 outs,Winning Run scored with 0 outs,Winning Run scored with 0 outs,Winning Run scored with 0 outs,Winning Run scored with 0 outs,Winning Run scored with 0 outs,Winning Run scored with 0 outs,Winning Run scored with 0 outs,Winning Run scored with 0 outs,Winning Run scored with 0 outs,Winning Run scored with 0 outs,Winning Run scored with 0 outs,Winning Run scored with 0 outs,Winning Run scored with 0 outs,Winning Run scored with 0 outs,Winning Run scored with 0 outs
