Pitching,IP,H,R,ER,BB,SO,HR,ERA,BF,Pit,Str,Ctct,StS,StL,GB,FB,LD,Unk,GSc,IR,IS,WPA,aLI,cWPA,acLI,RE24
"Denny Neagle, L (4-3)",5.0,9,6,6,4,4,1,4.52,27,101,69,33,13,23,9,9,6,0,25.0,,,-0.238,0.79,-0.09%,0.48,-3.2
Denny Stark,2.0,2,1,1,2,1,0,3.41,10,43,20,11,0,9,3,4,1,0,,0.0,0.0,-0.014,0.16,-0.01%,0.1,0.1
Chris Nichting,0.2,0,0,0,0,0,0,2.96,2,5,4,3,0,1,1,1,0,0,,0.0,0.0,0.003,0.06,0.00%,0.04,0.4
Brian Fuentes,0.1,0,0,0,1,0,0,5.4,2,12,7,6,0,1,0,1,0,0,,0.0,0.0,0.001,0.04,0.00%,0.03,0.1
Team Totals,8.0,11,7,7,7,5,1,7.88,41,161,100,53,13,34,13,15,7,0,25.0,0.0,0.0,-0.248,0.55,-0.09%,0.33,-2.5
