Batting,AB,R,H,RBI,BB,SO,PA,BA,OBP,SLG,OPS,Pit,Str,WPA,aLI,WPA+,WPA-,cWPA,acLI,RE24,PO,A,Details
Jerry Hairston 2B,4.0,0.0,0.0,0.0,0.0,1.0,4.0,0.2,0.268,0.28,0.548,15.0,9.0,-0.11,1.0,0.0,-0.11,-0.07%,1.09,-1.3,0.0,1.0,
Chris Singleton CF,4.0,0.0,1.0,0.0,0.0,0.0,4.0,0.169,0.191,0.247,0.439,12.0,10.0,-0.023,0.51,0.021,-0.044,-0.01%,0.55,0.1,1.0,0.0,2B
David Segui DH,4.0,0.0,1.0,0.0,0.0,1.0,4.0,0.288,0.37,0.363,0.732,11.0,6.0,-0.018,0.45,0.021,-0.039,-0.01%,0.49,-0.7,,,2B
Jeff Conine 1B,4.0,0.0,0.0,0.0,0.0,2.0,4.0,0.236,0.256,0.336,0.593,16.0,11.0,-0.059,0.51,0.0,-0.059,-0.04%,0.55,-1.0,7.0,0.0,
Jay Gibbons RF,4.0,0.0,1.0,0.0,0.0,0.0,4.0,0.302,0.368,0.573,0.941,17.0,12.0,-0.054,0.51,0.001,-0.055,-0.03%,0.56,-0.7,2.0,0.0,
Tony Batista 3B,4.0,2.0,2.0,1.0,0.0,0.0,4.0,0.272,0.31,0.573,0.883,16.0,9.0,0.105,0.38,0.114,-0.009,0.07%,0.41,0.9,1.0,1.0,"HR,2B"
Mike Moriarty 3B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.214,0.214,0.286,0.5,,,,,,,,,,0.0,1.0,
Marty Cordova LF,3.0,1.0,1.0,1.0,1.0,1.0,4.0,0.344,0.408,0.5,0.908,10.0,6.0,0.108,0.51,0.113,-0.005,0.07%,0.55,0.8,2.0,0.0,2B
Brook Fordyce C,4.0,0.0,0.0,0.0,0.0,1.0,4.0,0.038,0.107,0.038,0.146,14.0,13.0,-0.073,0.68,0.0,-0.073,-0.05%,0.73,-1.0,10.0,0.0,
Mike Bordick SS,3.0,0.0,1.0,1.0,1.0,0.0,4.0,0.145,0.25,0.316,0.566,9.0,4.0,0.109,0.54,0.112,-0.004,0.07%,0.59,0.8,1.0,2.0,2B
,,,,,,,,,,,,,,,,,,,,,,,
Sean Douglass P,,,,,,,,,,,,,,,,,,,,,0.0,1.0,
Josh Towers P,,,,,,,,,,,,,,,,,,,,,0.0,2.0,
Team Totals,34.0,3.0,7.0,3.0,2.0,6.0,36.0,0.206,0.25,0.441,0.691,120.0,80.0,-0.015,0.57,0.382,-0.398,-0.01%,0.61,-2.0,24.0,8.0,
