Pitching,IP,H,R,ER,BB,SO,HR,ERA,BF,Pit,Str,Ctct,StS,StL,GB,FB,LD,Unk,GSc,IR,IS,WPA,aLI,cWPA,acLI,RE24
"Nate Robertson, L (6-11)",5.2,9,8,8,3,5,1,4.16,28,97,62,37,5,20,9,11,2,0,21.0,,,-0.391,0.88,-0.01%,0.03,-5.0
Franklyn German,0.2,3,1,1,1,1,0,3.12,6,20,11,6,3,2,2,2,1,0,,1.0,0.0,-0.008,0.1,0.00%,0.0,-1.8
Chris Spurling,1.2,2,2,2,0,0,1,3.53,7,19,12,10,0,2,5,2,0,0,,3.0,0.0,0.003,0.03,0.00%,0.0,0.2
Team Totals,8.0,14,11,11,4,6,2,12.38,41,136,85,53,8,24,16,15,3,0,21.0,4.0,0.0,-0.396,0.61,-0.01%,0.02,-6.6
