Batting,AB,R,H,RBI,BB,SO,PA,BA,OBP,SLG,OPS,Pit,Str,WPA,aLI,WPA+,WPA-,cWPA,acLI,RE24,PO,A,Details
Jason Kendall C,5.0,1.0,3.0,0.0,0.0,1.0,5.0,0.27,0.342,0.32,0.662,24.0,15.0,-0.013,0.71,0.056,-0.069,-0.01%,0.99,0.4,4.0,0.0,
Mark Ellis 2B,5.0,1.0,1.0,1.0,0.0,1.0,5.0,0.22,0.286,0.327,0.613,27.0,16.0,-0.178,1.0,0.005,-0.183,-0.15%,1.38,-1.0,2.0,4.0,"2B,GDP"
Mark Kotsay CF,5.0,1.0,4.0,3.0,0.0,0.0,5.0,0.263,0.317,0.378,0.695,10.0,8.0,0.211,0.92,0.222,-0.011,0.18%,1.28,3.1,2.0,1.0,2B
Frank Thomas DH,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.247,0.375,0.515,0.89,2.0,1.0,0.036,0.93,0.036,0.0,0.03%,1.29,0.4,,,
Nick Swisher PH-DH,2.0,0.0,1.0,1.0,2.0,0.0,4.0,0.262,0.384,0.514,0.898,15.0,6.0,-0.03,0.78,0.061,-0.091,-0.03%,1.08,0.7,,,GDP
Jay Payton RF,4.0,0.0,1.0,2.0,0.0,0.0,5.0,0.28,0.297,0.397,0.693,16.0,10.0,-0.018,0.63,0.045,-0.062,-0.01%,0.87,-0.4,4.0,0.0,SF
Bobby Crosby SS,5.0,1.0,1.0,0.0,0.0,1.0,5.0,0.232,0.293,0.343,0.636,22.0,11.0,-0.002,0.61,0.046,-0.048,-0.00%,0.85,-1.0,1.0,1.0,
Bobby Kielty LF,5.0,1.0,2.0,0.0,0.0,2.0,5.0,0.298,0.369,0.447,0.816,17.0,13.0,0.038,0.63,0.072,-0.034,0.03%,0.87,-0.3,4.0,0.0,
Adam Melhuse 1B,3.0,1.0,0.0,0.0,0.0,1.0,4.0,0.227,0.286,0.381,0.667,13.0,10.0,0.04,0.93,0.084,-0.044,0.03%,1.28,-0.2,8.0,0.0,"HBP,GDP"
Marco Scutaro 3B,3.0,2.0,1.0,1.0,1.0,1.0,4.0,0.22,0.296,0.31,0.606,18.0,10.0,0.068,0.82,0.092,-0.024,0.06%,1.13,1.1,2.0,2.0,
,,,,,,,,,,,,,,,,,,,,,,,
Joe Blanton P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Justin Duchscherer P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Brad Halsey P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Team Totals,38.0,8.0,15.0,8.0,3.0,7.0,43.0,0.395,0.442,0.447,0.889,164.0,100.0,0.152,0.78,0.719,-0.566,0.13%,1.08,2.8,27.0,8.0,
