0,1,2
1.0,Bernie Williams,DH
2.0,Derek Jeter,SS
3.0,Gary Sheffield,RF
4.0,Alex Rodriguez,3B
5.0,Jason Giambi,1B
6.0,Jorge Posada,C
7.0,Hideki Matsui,LF
8.0,Enrique Wilson,2B
9.0,Kenny Lofton,CF
,Jon Lieber,P
