Batting,AB,R,H,RBI,BB,SO,PA,BA,OBP,SLG,OPS,Pit,Str,WPA,aLI,WPA+,WPA-,cWPA,acLI,RE24,PO,A,Details
Ray Durham 2B,4.0,0.0,0.0,0.0,0.0,1.0,4.0,0.286,0.357,0.476,0.832,13.0,9.0,-0.126,1.18,0.0,-0.126,-0.01%,0.2,-1.0,3.0,5.0,
Jose Valentin SS,4.0,0.0,1.0,0.0,0.0,2.0,4.0,0.271,0.33,0.489,0.819,15.0,12.0,-0.027,0.82,0.032,-0.059,-0.00%,0.14,-0.4,0.0,3.0,
Frank Thomas DH,4.0,0.0,0.0,0.0,0.0,2.0,4.0,0.336,0.447,0.647,1.094,18.0,13.0,-0.122,1.06,0.0,-0.122,-0.01%,0.18,-0.8,,,
Magglio Ordonez RF,4.0,0.0,1.0,0.0,0.0,1.0,4.0,0.33,0.406,0.614,1.02,15.0,10.0,0.097,1.61,0.19,-0.093,0.01%,0.27,-0.1,0.0,0.0,2B
Paul Konerko 1B,3.0,0.0,1.0,0.0,0.0,2.0,4.0,0.302,0.364,0.479,0.844,17.0,11.0,-0.13,1.53,0.041,-0.171,-0.01%,0.26,-0.3,13.0,0.0,HBP
Chris Singleton CF,4.0,0.0,2.0,0.0,0.0,0.0,4.0,0.265,0.313,0.399,0.712,10.0,8.0,-0.09,1.76,0.06,-0.15,-0.01%,0.3,-0.1,3.0,0.0,
Carlos Lee LF,4.0,0.0,1.0,0.0,0.0,2.0,4.0,0.294,0.34,0.525,0.864,21.0,14.0,-0.164,2.18,0.037,-0.201,-0.02%,0.37,-1.0,0.0,0.0,
Herbert Perry 3B,3.0,0.0,0.0,0.0,0.0,3.0,3.0,0.304,0.366,0.473,0.84,11.0,10.0,-0.154,1.88,0.0,-0.154,-0.02%,0.32,-1.2,0.0,4.0,
Mark Johnson C,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.221,0.306,0.331,0.637,7.0,5.0,-0.043,0.79,0.0,-0.043,-0.00%,0.14,-0.4,4.0,0.0,
Brook Fordyce PH-C,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.245,0.282,0.427,0.709,4.0,3.0,-0.059,2.18,0.0,-0.059,-0.01%,0.37,-0.3,1.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,
Mike Sirotka P,,,,,,,,,,,,,,,,,,,,,0.0,1.0,
Team Totals,33.0,0.0,6.0,0.0,0.0,15.0,34.0,0.182,0.206,0.212,0.418,131.0,95.0,-0.818,1.47,0.36,-1.178,-0.08%,0.25,-5.5,24.0,13.0,
