Batting,AB,R,H,RBI,BB,SO,PA,BA,OBP,SLG,OPS,Pit,Str,WPA,aLI,WPA+,WPA-,cWPA,acLI,RE24,PO,A,Details
Dave Roberts LF,4.0,0.0,2.0,0.0,0.0,0.0,4.0,0.293,0.39,0.431,0.821,19.0,10.0,-0.028,1.04,0.057,-0.085,-0.02%,1.37,-0.2,0.0,0.0,SB
Olmedo Saenz PH,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.242,0.289,0.455,0.744,2.0,1.0,0.367,2.93,0.367,0.0,0.29%,3.83,1.1,,,
Jayson Werth PR-LF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.273,0.5,0.773,,,,,,,,,,0.0,0.0,
Cesar Izturis SS,4.0,0.0,0.0,0.0,1.0,1.0,5.0,0.309,0.344,0.386,0.73,18.0,9.0,-0.219,1.85,0.011,-0.23,-0.17%,2.42,-1.1,0.0,3.0,
Milton Bradley CF,2.0,0.0,1.0,0.0,2.0,0.0,4.0,0.272,0.353,0.422,0.776,17.0,7.0,0.105,1.26,0.137,-0.033,0.08%,1.64,0.7,2.0,0.0,SB
Shawn Green DH,4.0,0.0,1.0,0.0,0.0,3.0,4.0,0.241,0.336,0.415,0.751,19.0,10.0,-0.143,2.19,0.051,-0.194,-0.11%,2.86,-1.2,,,
Paul Lo Duca C,4.0,0.0,1.0,0.0,0.0,1.0,4.0,0.354,0.394,0.474,0.867,16.0,12.0,-0.053,1.73,0.074,-0.126,-0.04%,2.27,-0.3,7.0,1.0,
Adrián Beltré 3B,3.0,0.0,0.0,0.0,1.0,0.0,4.0,0.302,0.338,0.556,0.893,10.0,5.0,-0.083,1.48,0.03,-0.113,-0.07%,1.94,-0.5,0.0,3.0,
Juan Encarnacion RF,4.0,0.0,0.0,0.0,0.0,1.0,4.0,0.248,0.274,0.427,0.701,11.0,8.0,-0.3,1.84,0.0,-0.3,-0.24%,2.41,-2.0,0.0,0.0,GDP
Robin Ventura 1B,3.0,0.0,1.0,0.0,0.0,0.0,3.0,0.224,0.286,0.241,0.527,6.0,5.0,0.001,1.18,0.057,-0.056,0.00%,1.55,-0.1,7.0,0.0,
José Hernández PR-1B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.342,0.425,0.553,0.978,,,,,,,,,,5.0,1.0,
Jason Grabowski PH-1B,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25,0.305,0.432,0.737,4.0,3.0,-0.06,2.29,0.0,-0.06,-0.05%,3.0,-0.2,0.0,0.0,
Alex Cora 2B,3.0,1.0,1.0,0.0,0.0,0.0,4.0,0.292,0.382,0.424,0.805,7.0,6.0,-0.034,1.45,0.045,-0.08,-0.03%,1.9,-0.6,3.0,5.0,SH
,,,,,,,,,,,,,,,,,,,,,,,
Odalis Perez P,,,,,,,,,,,,,,,,,,,,,0.0,2.0,
Tom Martin P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Team Totals,33.0,1.0,7.0,0.0,4.0,6.0,38.0,0.212,0.297,0.212,0.509,129.0,76.0,-0.447,1.61,0.829,-1.277,-0.35%,2.1,-4.4,24.0,15.0,
