Pitching,IP,H,R,ER,BB,SO,HR,ERA,BF,Pit,Str,Ctct,StS,StL,GB,FB,LD,Unk,GSc,IR,IS,WPA,aLI,cWPA,acLI,RE24
"Kevin Millwood, W (3-5)",6,3,0,0,2,6,0,3.08,23,107,67,43,9,15,6,9,2,0,70.0,,,0.3,0.96,0.22%,1.18,3.3
Bob Howry,2,0,0,0,0,1,0,3.48,6,23,14,9,3,2,1,4,1,0,,0.0,0.0,0.012,0.08,0.01%,0.1,1.1
Scott Sauerbeck,1,0,0,0,0,1,0,3.18,3,12,7,4,2,1,1,1,1,0,,0.0,0.0,0.002,0.02,0.00%,0.02,0.5
Team Totals,9,3,0,0,2,8,0,0.0,32,142,88,56,14,18,8,14,4,0,70.0,0.0,0.0,0.314,0.73,0.23%,0.9,4.9
