0,1,2
1.0,Placido Polanco,2B
2.0,Chris Shelton,1B
3.0,Ivan Rodriguez,C
4.0,Magglio Ordonez,RF
5.0,Dmitri Young,DH
6.0,Craig Monroe,LF
7.0,Brandon Inge,3B
8.0,John McDonald,SS
9.0,Curtis Granderson,CF
,Jason Johnson,P
