Batting,AB,R,H,RBI,BB,SO,PA,BA,OBP,SLG,OPS,Pit,Str,WPA,aLI,WPA+,WPA-,cWPA,acLI,RE24,PO,A,Details
Alfonso Soriano LF,4.0,0.0,0.0,0.0,0.0,3.0,4.0,0.285,0.35,0.577,0.927,16.0,12.0,-0.112,1.42,0.016,-0.128,-0.03%,0.65,-0.9,2.0,0.0,SB
Jose Vidro 2B,4.0,1.0,2.0,1.0,0.0,1.0,4.0,0.301,0.358,0.402,0.759,15.0,11.0,0.105,1.21,0.183,-0.078,0.03%,0.55,1.1,3.0,3.0,"HR,2B"
Jose Guillen RF,4.0,1.0,1.0,1.0,0.0,2.0,4.0,0.228,0.28,0.431,0.711,23.0,13.0,-0.02,1.13,0.109,-0.129,-0.01%,0.51,-0.0,4.0,0.0,HR
Daryle Ward DH,3.0,0.0,1.0,0.0,1.0,1.0,4.0,0.291,0.394,0.636,1.03,19.0,12.0,0.052,0.9,0.074,-0.022,0.01%,0.41,0.4,,,
Ryan Zimmerman 3B,4.0,0.0,0.0,0.0,0.0,2.0,4.0,0.282,0.338,0.477,0.815,11.0,10.0,-0.266,1.61,0.0,-0.266,-0.07%,0.73,-2.4,0.0,2.0,2·GDP
Robert Fick 1B,4.0,1.0,1.0,0.0,0.0,0.0,4.0,0.25,0.25,0.375,0.625,13.0,9.0,-0.031,0.81,0.037,-0.069,-0.01%,0.36,-0.1,8.0,1.0,2B
Royce Clayton SS,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.253,0.307,0.33,0.638,13.0,9.0,-0.075,0.95,0.0,-0.075,-0.02%,0.43,-0.7,0.0,4.0,
Brian Schneider C,3.0,0.0,1.0,1.0,0.0,0.0,3.0,0.233,0.306,0.313,0.619,8.0,5.0,0.024,1.11,0.08,-0.056,0.01%,0.5,0.5,4.0,0.0,
Marlon Byrd CF,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.226,0.335,0.329,0.664,3.0,3.0,-0.044,0.8,0.0,-0.044,-0.01%,0.36,-0.5,3.0,1.0,
Marlon Anderson PH,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.256,0.306,0.4,0.706,4.0,3.0,0.068,1.54,0.068,0.0,0.02%,0.7,0.4,,,
Damian Jackson CF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.214,0.267,0.429,0.695,,,,,,,,,,0.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,
Tony Armas P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Saul Rivera P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Mike Stanton P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Jon Rauch P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Team Totals,32.0,3.0,7.0,3.0,1.0,9.0,33.0,0.219,0.242,0.469,0.711,125.0,87.0,-0.299,1.15,0.567,-0.867,-0.08%,0.52,-2.2,24.0,11.0,
