Batting,AB,R,H,RBI,BB,SO,PA,BA,OBP,SLG,OPS,Pit,Str,WPA,aLI,WPA+,WPA-,cWPA,acLI,RE24,PO,A,Details
Ichiro Suzuki CF,3.0,0.0,0.0,0.0,0.0,3.0,3.0,0.308,0.357,0.462,0.819,16.0,12.0,-0.046,0.47,0.0,-0.046,-0.03%,0.49,-1.1,4.0,0.0,
Jason Ellison CF,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,5.0,2.0,0.0,0.0,0.0,0.0,0%,0.0,0.6,0.0,0.0,
Adrián Beltré 3B,3.0,0.0,0.0,0.0,0.0,1.0,3.0,0.077,0.133,0.077,0.21,12.0,8.0,-0.031,0.37,0.0,-0.031,-0.02%,0.39,-0.7,0.0,2.0,
Willie Bloomquist 3B,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,7.0,5.0,0.0,0.0,0.0,0.0,0%,0.0,-0.5,0.0,0.0,
Jose Vidro DH,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.067,0.125,0.067,0.192,18.0,11.0,-0.019,0.18,0.0,-0.019,-0.01%,0.18,-1.1,,,
Raul Ibanez LF,3.0,1.0,0.0,0.0,1.0,0.0,4.0,0.214,0.25,0.214,0.464,17.0,9.0,-0.024,0.22,0.0,-0.024,-0.01%,0.23,-0.5,4.0,0.0,
Richie Sexson 1B,4.0,0.0,1.0,2.0,0.0,2.0,4.0,0.231,0.231,0.769,1.0,12.0,9.0,-0.016,0.15,0.0,-0.016,-0.01%,0.15,1.4,8.0,1.0,2B
Jose Guillen RF,3.0,0.0,0.0,0.0,0.0,2.0,3.0,0.167,0.231,0.25,0.481,8.0,8.0,-0.009,0.12,0.0,-0.009,-0.01%,0.12,-0.7,2.0,0.0,
Ben Broussard RF,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0%,0.0,-0.4,0.0,0.0,
Kenji Johjima C,2.0,1.0,1.0,0.0,0.0,0.0,3.0,0.182,0.25,0.273,0.523,8.0,5.0,0.012,0.12,0.013,-0.001,0.01%,0.12,0.5,2.0,0.0,HBP
Jamie Burke C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,
Yuniesky Betancourt SS,3.0,0.0,1.0,0.0,0.0,0.0,3.0,0.167,0.167,0.5,0.667,10.0,7.0,0.035,0.19,0.036,-0.001,0.02%,0.19,0.6,3.0,3.0,2B
Jose Lopez 2B,3.0,0.0,0.0,1.0,0.0,2.0,3.0,0.083,0.083,0.083,0.167,9.0,7.0,-0.012,0.25,0.0,-0.012,-0.01%,0.26,-0.6,1.0,3.0,
,,,,,,,,,,,,,,,,,,,,,,,
Jeff Weaver P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Jake Woods P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Brandon Morrow P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Julio Mateo P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Chris Reitsma P,,,,,,,,,,,,,,,,,,,,,0.0,1.0,
J.J. Putz P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Team Totals,31.0,3.0,4.0,3.0,1.0,11.0,33.0,0.129,0.182,0.194,0.375,123.0,84.0,-0.11,0.2,0.049,-0.159,-0.07%,0.2,-2.3,24.0,10.0,
