Batting,AB,R,H,RBI,BB,SO,PA,BA,OBP,SLG,OPS,Pit,Str,WPA,aLI,WPA+,WPA-,cWPA,acLI,RE24,PO,A,Details
Alfonso Soriano 2B,5.0,0.0,0.0,0.0,0.0,3.0,5.0,0.286,0.337,0.508,0.845,19.0,15.0,-0.181,1.7,0.0,-0.181,-0.11%,1.74,-1.7,2.0,3.0,
Derek Jeter SS,2.0,0.0,0.0,1.0,2.0,0.0,5.0,0.315,0.387,0.458,0.845,26.0,14.0,0.14,1.97,0.18,-0.04,0.09%,2.02,0.4,1.0,2.0,SF
Jason Giambi DH,3.0,0.0,0.0,0.0,1.0,3.0,5.0,0.259,0.416,0.539,0.956,24.0,12.0,-0.182,1.46,0.023,-0.204,-0.11%,1.5,-1.4,,,HBP
Bernie Williams CF,5.0,1.0,3.0,1.0,0.0,0.0,5.0,0.271,0.377,0.409,0.786,19.0,13.0,0.205,1.42,0.254,-0.049,0.13%,1.45,1.1,5.0,0.0,
Hideki Matsui LF,4.0,0.0,0.0,0.0,0.0,2.0,4.0,0.297,0.353,0.445,0.799,18.0,12.0,-0.175,1.66,0.0,-0.175,-0.11%,1.7,-1.6,0.0,0.0,
Jorge Posada C,4.0,1.0,2.0,1.0,0.0,2.0,4.0,0.257,0.404,0.493,0.897,10.0,8.0,0.154,1.08,0.193,-0.039,0.10%,1.1,1.3,7.0,0.0,HR
Nick Johnson 1B,4.0,0.0,1.0,1.0,0.0,1.0,4.0,0.306,0.449,0.508,0.957,16.0,10.0,0.009,1.39,0.059,-0.05,0.01%,1.43,0.0,9.0,1.0,
Raul Mondesí RF,4.0,0.0,0.0,0.0,0.0,1.0,4.0,0.259,0.332,0.476,0.809,13.0,9.0,-0.108,1.15,0.0,-0.108,-0.07%,1.18,-0.9,2.0,1.0,
Enrique Wilson 3B,3.0,2.0,2.0,0.0,1.0,0.0,4.0,0.219,0.266,0.329,0.595,13.0,7.0,0.332,1.93,0.346,-0.014,0.20%,1.98,1.7,1.0,1.0,2·SB
,,,,,,,,,,,,,,,,,,,,,,,
David Wells P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Jesse Orosco P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Armando Benitez P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Mariano Rivera P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Team Totals,34.0,4.0,8.0,4.0,4.0,12.0,40.0,0.235,0.325,0.324,0.649,158.0,100.0,0.194,1.57,1.055,-0.86,0.12%,1.6,-1.2,27.0,8.0,
