Inn,Score,Out,RoB,Pit(cnt),R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
"Top of the 1st, Angels Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, Angels Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, Angels Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, Angels Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, Angels Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, Angels Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, Angels Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, Angels Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, Angels Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, Angels Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, Angels Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3","Top of the 1st, Angels Batting, Tied 0-0, Red Sox' Rick Porcello facing 1-2-3"
t1,0-0,0,---,"5,(2-2) BCBSS",O,LAA,Ian Kinsler,Rick Porcello,2%,52%,Strikeout Swinging
t1,0-0,1,---,"1,(0-0) X",O,LAA,Mike Trout,Rick Porcello,2%,54%,Groundout: 3B-1B (SS-3B Hole)
t1,0-0,2,---,"6,(3-2) BBCBFX",O,LAA,Justin Upton,Rick Porcello,1%,55%,Groundout: SS-1B
,,,,,,,,,"0 runs, 0 hits, 0 errors, 0 LOB. Angels 0, Red Sox 0.","0 runs, 0 hits, 0 errors, 0 LOB. Angels 0, Red Sox 0.","0 runs, 0 hits, 0 errors, 0 LOB. Angels 0, Red Sox 0."
"Bottom of the 1st, Red Sox Batting, Tied 0-0, Angels' Andrew Heaney facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Angels' Andrew Heaney facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Angels' Andrew Heaney facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Angels' Andrew Heaney facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Angels' Andrew Heaney facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Angels' Andrew Heaney facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Angels' Andrew Heaney facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Angels' Andrew Heaney facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Angels' Andrew Heaney facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Angels' Andrew Heaney facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Angels' Andrew Heaney facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Angels' Andrew Heaney facing 1-2-3"
b1,0-0,0,---,"4,(2-1) BCBX",,BOS,Mookie Betts,Andrew Heaney,3%,58%,Single to LF (Line Drive)
b1,0-0,0,1--,"3,(0-2) FFX",O,BOS,Andrew Benintendi,Andrew Heaney,-3%,55%,Groundout: P-SS/Forceout at 2B
b1,0-0,1,1--,"3,(1-1) CB>C",,BOS,J.D. Martinez,Andrew Heaney,2%,57%,Benintendi Steals 2B
b1,0-0,1,-2-,"7,(3-2) CB>C.BBFB",,BOS,J.D. Martinez,Andrew Heaney,2%,59%,Walk
