Unnamed: 0,Unnamed: 1,1,2,3,4,5,6,7,8,9,10,R,H,E
via Sports Logos.net About logos,Toronto Blue Jays,0,0,0,0,0,0,2,0,0,0,2,7,2
via Sports Logos.net About logos,Boston Red Sox,0,0,0,1,0,0,0,0,1,4,6,11,0
WP: Craig Kimbrel (2-1) • LP: Chris Rowley (0-1),WP: Craig Kimbrel (2-1) • LP: Chris Rowley (0-1),WP: Craig Kimbrel (2-1) • LP: Chris Rowley (0-1),WP: Craig Kimbrel (2-1) • LP: Chris Rowley (0-1),WP: Craig Kimbrel (2-1) • LP: Chris Rowley (0-1),WP: Craig Kimbrel (2-1) • LP: Chris Rowley (0-1),WP: Craig Kimbrel (2-1) • LP: Chris Rowley (0-1),WP: Craig Kimbrel (2-1) • LP: Chris Rowley (0-1),WP: Craig Kimbrel (2-1) • LP: Chris Rowley (0-1),WP: Craig Kimbrel (2-1) • LP: Chris Rowley (0-1),WP: Craig Kimbrel (2-1) • LP: Chris Rowley (0-1),WP: Craig Kimbrel (2-1) • LP: Chris Rowley (0-1),WP: Craig Kimbrel (2-1) • LP: Chris Rowley (0-1),WP: Craig Kimbrel (2-1) • LP: Chris Rowley (0-1),WP: Craig Kimbrel (2-1) • LP: Chris Rowley (0-1)
Winning Run scored with 1 out,Winning Run scored with 1 out,Winning Run scored with 1 out,Winning Run scored with 1 out,Winning Run scored with 1 out,Winning Run scored with 1 out,Winning Run scored with 1 out,Winning Run scored with 1 out,Winning Run scored with 1 out,Winning Run scored with 1 out,Winning Run scored with 1 out,Winning Run scored with 1 out,Winning Run scored with 1 out,Winning Run scored with 1 out,Winning Run scored with 1 out
