Pitching,IP,H,R,ER,BB,SO,HR,ERA,BF,Pit,Str,Ctct,StS,StL,GB,FB,LD,Unk,GSc,IR,IS,WPA,aLI,cWPA,acLI,RE24
German Marquez,6.1,10,5,5,0,6,1,3.8,27,87,62,41,8,13,9,12,8,0,39.0,,,-0.224,0.71,-0.11%,0.57,-1.9
Mike Dunn,0.1,0,0,0,0,1,0,4.97,1,6,4,1,2,1,0,0,0,0,,2.0,0.0,0.072,3.0,0.03%,2.4,0.5
Carlos Estevez,0.1,0,0,0,0,0,0,3.66,1,1,1,1,0,0,0,1,0,0,,2.0,0.0,0.077,2.84,0.04%,2.27,0.5
Scott Oberg,1.0,0,0,0,2,0,0,1.89,5,18,9,4,0,5,1,2,1,0,,0.0,0.0,0.117,2.6,0.06%,2.08,0.6
Bryan Shaw,1.0,1,0,0,2,1,0,2.08,6,20,10,6,2,2,1,2,0,0,,0.0,0.0,0.154,3.22,0.07%,2.57,0.6
"Chad Bettis, L (1-3)",0.0,2,1,1,1,0,0,6.56,3,2,2,2,0,0,1,1,0,0,,0.0,0.0,-0.346,2.63,-0.17%,2.11,-2.0
Team Totals,9.0,13,6,6,5,8,1,6.0,43,134,88,55,12,21,12,18,9,0,39.0,4.0,0.0,-0.15,1.5,-0.07%,1.2,-1.8
