Inn,Score,Out,RoB,Pit(cnt),R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
t7,2-5,0,123,"3,(2-0) .B*BX",RR,COL,Trevor Story,Matt Barnes,-21%,46%,Single to LF (Line Drive to Short LF-CF); McMahon Scores; Wolters Scores; Blackmon to 3B
b10,5-5,0,12-,"1,(0-0) X",R,BOS,Michael Chavis,Chad Bettis,17%,100%,Single to CF (Ground Ball thru SS-2B); Bogaerts Scores; Devers to 2B
b10,5-5,0,---,"1,(0-0) .X",,BOS,Xander Bogaerts,Chad Bettis,17%,82%,Double to RF (Fly Ball to Deep CF)
t10,5-5,0,---,"5,(2-2) .BFFBX",,COL,Nolan Arenado,Heath Hembree,-17%,33%,Double to LF (Line Drive to Deep LF Line)
b9,5-5,2,123,"3,(1-1) BFX",O,BOS,Eduardo Nunez,Bryan Shaw,-17%,50%,Groundout: SS-2B/Forceout at 2B (SS-2B)
