0,1,2
1.0,Mookie Betts,RF
2.0,Andrew Benintendi,LF
3.0,Xander Bogaerts,SS
4.0,J.D. Martinez,DH
5.0,Brock Holt,3B
6.0,Christian Vazquez,C
7.0,Jackie Bradley Jr.,CF
8.0,Michael Chavis,1B
9.0,Marco Hernandez,2B
,Rick Porcello,P
