Unnamed: 0,Unnamed: 1,1,2,3,4,5,6,7,8,9,R,H,E
via Sports Logos.net About logos,Detroit Tigers,0,0,0,0,2,1,0,0,0,3,9,0
via Sports Logos.net About logos,Boston Red Sox,0,0,2,0,1,0,3,5,X,11,13,1
WP: Chris Sale (8-2) • LP: Warwick Saupold (1-1),WP: Chris Sale (8-2) • LP: Warwick Saupold (1-1),WP: Chris Sale (8-2) • LP: Warwick Saupold (1-1),WP: Chris Sale (8-2) • LP: Warwick Saupold (1-1),WP: Chris Sale (8-2) • LP: Warwick Saupold (1-1),WP: Chris Sale (8-2) • LP: Warwick Saupold (1-1),WP: Chris Sale (8-2) • LP: Warwick Saupold (1-1),WP: Chris Sale (8-2) • LP: Warwick Saupold (1-1),WP: Chris Sale (8-2) • LP: Warwick Saupold (1-1),WP: Chris Sale (8-2) • LP: Warwick Saupold (1-1),WP: Chris Sale (8-2) • LP: Warwick Saupold (1-1),WP: Chris Sale (8-2) • LP: Warwick Saupold (1-1),WP: Chris Sale (8-2) • LP: Warwick Saupold (1-1),WP: Chris Sale (8-2) • LP: Warwick Saupold (1-1)
