Inn,Score,Out,RoB,Pit(cnt),R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
"Top of the 1st, White Sox Batting, Tied 0-0, Red Sox' Eduardo Rodriguez facing 1-2-3","Top of the 1st, White Sox Batting, Tied 0-0, Red Sox' Eduardo Rodriguez facing 1-2-3","Top of the 1st, White Sox Batting, Tied 0-0, Red Sox' Eduardo Rodriguez facing 1-2-3","Top of the 1st, White Sox Batting, Tied 0-0, Red Sox' Eduardo Rodriguez facing 1-2-3","Top of the 1st, White Sox Batting, Tied 0-0, Red Sox' Eduardo Rodriguez facing 1-2-3","Top of the 1st, White Sox Batting, Tied 0-0, Red Sox' Eduardo Rodriguez facing 1-2-3","Top of the 1st, White Sox Batting, Tied 0-0, Red Sox' Eduardo Rodriguez facing 1-2-3","Top of the 1st, White Sox Batting, Tied 0-0, Red Sox' Eduardo Rodriguez facing 1-2-3","Top of the 1st, White Sox Batting, Tied 0-0, Red Sox' Eduardo Rodriguez facing 1-2-3","Top of the 1st, White Sox Batting, Tied 0-0, Red Sox' Eduardo Rodriguez facing 1-2-3","Top of the 1st, White Sox Batting, Tied 0-0, Red Sox' Eduardo Rodriguez facing 1-2-3","Top of the 1st, White Sox Batting, Tied 0-0, Red Sox' Eduardo Rodriguez facing 1-2-3"
t1,0-0,0,---,"5,(2-2) BSFBC",O,CHW,Leury Garcia,Eduardo Rodriguez,2%,52%,Strikeout Looking
t1,0-0,1,---,"5,(2-2) FBFBC",O,CHW,Tim Anderson,Eduardo Rodriguez,2%,54%,Strikeout Looking
t1,0-0,2,---,"1,(0-0) X",O,CHW,José Abreu,Eduardo Rodriguez,1%,55%,Groundout: P-1B (Front of Home)
,,,,,,,,,"0 runs, 0 hits, 0 errors, 0 LOB. White Sox 0, Red Sox 0.","0 runs, 0 hits, 0 errors, 0 LOB. White Sox 0, Red Sox 0.","0 runs, 0 hits, 0 errors, 0 LOB. White Sox 0, Red Sox 0."
"Bottom of the 1st, Red Sox Batting, Tied 0-0, White Sox' Lucas Giolito facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, White Sox' Lucas Giolito facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, White Sox' Lucas Giolito facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, White Sox' Lucas Giolito facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, White Sox' Lucas Giolito facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, White Sox' Lucas Giolito facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, White Sox' Lucas Giolito facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, White Sox' Lucas Giolito facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, White Sox' Lucas Giolito facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, White Sox' Lucas Giolito facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, White Sox' Lucas Giolito facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, White Sox' Lucas Giolito facing 1-2-3"
b1,0-0,0,---,"6,(2-2) CBSBFC",O,BOS,Mookie Betts,Lucas Giolito,-2%,53%,Strikeout Looking
b1,0-0,1,---,"4,(2-1) BFBX",,BOS,Andrew Benintendi,Lucas Giolito,4%,57%,Double to RF (Line Drive to Deep RF Line)
b1,0-0,1,-2-,"2,(1-0) BX",O,BOS,J.D. Martinez,Lucas Giolito,-3%,53%,Groundout: SS-1B
b1,0-0,2,-2-,"3,(0-2) CCS",O,BOS,Rafael Devers,Lucas Giolito,-3%,50%,Strikeout Swinging
,,,,,,,,,"0 runs, 1 hit, 0 errors, 1 LOB. White Sox 0, Red Sox 0.","0 runs, 1 hit, 0 errors, 1 LOB. White Sox 0, Red Sox 0.","0 runs, 1 hit, 0 errors, 1 LOB. White Sox 0, Red Sox 0."
"Top of the 2nd, White Sox Batting, Tied 0-0, Red Sox' Eduardo Rodriguez facing 4-5-6","Top of the 2nd, White Sox Batting, Tied 0-0, Red Sox' Eduardo Rodriguez facing 4-5-6","Top of the 2nd, White Sox Batting, Tied 0-0, Red Sox' Eduardo Rodriguez facing 4-5-6","Top of the 2nd, White Sox Batting, Tied 0-0, Red Sox' Eduardo Rodriguez facing 4-5-6","Top of the 2nd, White Sox Batting, Tied 0-0, Red Sox' Eduardo Rodriguez facing 4-5-6","Top of the 2nd, White Sox Batting, Tied 0-0, Red Sox' Eduardo Rodriguez facing 4-5-6","Top of the 2nd, White Sox Batting, Tied 0-0, Red Sox' Eduardo Rodriguez facing 4-5-6","Top of the 2nd, White Sox Batting, Tied 0-0, Red Sox' Eduardo Rodriguez facing 4-5-6","Top of the 2nd, White Sox Batting, Tied 0-0, Red Sox' Eduardo Rodriguez facing 4-5-6","Top of the 2nd, White Sox Batting, Tied 0-0, Red Sox' Eduardo Rodriguez facing 4-5-6","Top of the 2nd, White Sox Batting, Tied 0-0, Red Sox' Eduardo Rodriguez facing 4-5-6","Top of the 2nd, White Sox Batting, Tied 0-0, Red Sox' Eduardo Rodriguez facing 4-5-6"
t2,0-0,0,---,"5,(2-2) FCBBX",O,CHW,James McCann,Eduardo Rodriguez,2%,52%,Popfly: 2B (Deep 2B-1B)
t2,0-0,1,---,"3,(0-2) CSX",,CHW,Eloy Jiménez,Eduardo Rodriguez,-4%,48%,Double to LF (Fly Ball to Deep LF-CF)
t2,0-0,1,-2-,"9,(3-2) CBBSBFFFX",O,CHW,Jon Jay,Eduardo Rodriguez,3%,52%,Groundout: 2B-1B (2B-1B); Jimenez to 3B
t2,0-0,2,--3,"1,(0-0) X",RR,CHW,Yoan Moncada,Eduardo Rodriguez,-17%,35%,Home Run (Line Drive to Deep LF Line); Jimenez Scores
t2,2-0,2,---,"2,(1-0) BX",O,CHW,Yonder Alonso,Eduardo Rodriguez,1%,36%,Groundout: 2B-1B (2B-1B)
,,,,,,,,,"2 runs, 2 hits, 0 errors, 0 LOB. White Sox 2, Red Sox 0.","2 runs, 2 hits, 0 errors, 0 LOB. White Sox 2, Red Sox 0.","2 runs, 2 hits, 0 errors, 0 LOB. White Sox 2, Red Sox 0."
