Batting,AB,R,H,RBI,BB,SO,PA,BA,OBP,SLG,OPS,Pit,Str,WPA,aLI,WPA+,WPA-,cWPA,acLI,RE24,PO,A,Details
Mookie Betts RF,4.0,2.0,2.0,3.0,0.0,0.0,4.0,0.305,0.381,0.542,0.923,17.0,10.0,0.272,0.79,0.301,-0.029%,0.16%,0.77,2.3,0.0,0.0,"HR,2B"
Dustin Pedroia 2B,3.0,0.0,1.0,0.0,0.0,1.0,4.0,0.287,0.364,0.393,0.758,14.0,9.0,-0.007,0.49,0.021,-0.028%,-0.00%,0.48,-0.3,0.0,1.0,"2B,SH"
Xander Bogaerts SS,4.0,0.0,0.0,1.0,0.0,1.0,4.0,0.339,0.393,0.427,0.82,20.0,9.0,-0.027,0.65,0.02,-0.047%,-0.02%,0.64,-0.4,1.0,2.0,
Andrew Benintendi LF,3.0,0.0,0.0,0.0,1.0,2.0,4.0,0.302,0.373,0.46,0.834,15.0,9.0,-0.002,0.55,0.033,-0.035%,-0.00%,0.54,-0.2,0.0,0.0,
Chris Young DH,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.253,0.34,0.398,0.738,9.0,7.0,-0.101,0.62,0.0,-0.101%,-0.06%,0.6,-1.5,,,GDP
Mitch Moreland 1B,4.0,0.0,0.0,0.0,0.0,2.0,4.0,0.258,0.362,0.422,0.784,20.0,12.0,-0.032,0.3,0.0,-0.032%,-0.02%,0.3,-0.5,5.0,0.0,
Sandy Leon C,1.0,2.0,1.0,0.0,2.0,0.0,3.0,0.24,0.278,0.44,0.718,21.0,11.0,0.1,0.84,0.1,0.000%,0.06%,0.83,0.9,16.0,0.0,
Jackie Bradley Jr. CF,3.0,1.0,2.0,0.0,0.0,1.0,3.0,0.192,0.25,0.315,0.565,16.0,10.0,0.114,1.38,0.154,-0.041%,0.07%,1.35,0.9,5.0,0.0,2B
Deven Marrero 3B,3.0,1.0,1.0,2.0,0.0,2.0,3.0,0.167,0.231,0.25,0.481,15.0,8.0,0.084,1.33,0.136,-0.052%,0.05%,1.31,0.3,0.0,2.0,2B
,,,,,,,,,,,,,,,,,,,,,,,
Chris Sale P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Joe Kelly P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Craig Kimbrel P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Team Totals,29.0,6.0,7.0,6.0,3.0,9.0,33.0,0.241,0.313,0.483,0.795,147.0,85.0,0.401,0.74,0.765,-0.365%,0.23%,0.72,1.6,27.0,5.0,
