0,1,2
1.0,Trey Mancini,1B
2.0,Adam Jones,CF
3.0,Manny Machado,SS
4.0,Jonathan Schoop,2B
5.0,Mark Trumbo,DH
6.0,Danny Valencia,3B
7.0,Joey Rickard,RF
8.0,Andrew Susac,C
9.0,Craig Gentry,LF
,David Hess,P
