Pitching,IP,H,R,ER,BB,SO,HR,ERA,BF,Pit,Str,Ctct,StS,StL,GB,FB,LD,Unk,GSc,IR,IS,WPA,aLI,cWPA,acLI,RE24
"David Hess, L (1-1)",4.2,8,5,5,2,4,3,6.75,24,87,58,38,8,12,6,12,3,0,30.0,,,-0.161,0.87,-0.01%,0.07,-2.6
Mike Wright Jr.,2.1,4,0,0,3,1,0,7.88,14,52,32,21,2,9,0,10,6,0,,1.0,0.0,0.012,0.11,0.00%,0.01,0.3
Pedro Araujo,1.0,0,0,0,0,3,0,6.26,3,14,10,4,5,1,0,0,0,0,,2.0,0.0,0.004,0.05,0.00%,0.0,1.5
Team Totals,8.0,12,5,5,5,8,3,5.62,41,153,100,63,15,22,6,22,9,0,30.0,3.0,0.0,-0.145,0.55,-0.01%,0.04,-0.7
