Inn,Score,Out,RoB,Pit(cnt),R/O,@Bat,Batter,Pitcher,wWPA,wWE,Play Description
"Top of the 1st, Orioles Batting, Tied 0-0, Red Sox' Eduardo Rodriguez facing 1-2-3","Top of the 1st, Orioles Batting, Tied 0-0, Red Sox' Eduardo Rodriguez facing 1-2-3","Top of the 1st, Orioles Batting, Tied 0-0, Red Sox' Eduardo Rodriguez facing 1-2-3","Top of the 1st, Orioles Batting, Tied 0-0, Red Sox' Eduardo Rodriguez facing 1-2-3","Top of the 1st, Orioles Batting, Tied 0-0, Red Sox' Eduardo Rodriguez facing 1-2-3","Top of the 1st, Orioles Batting, Tied 0-0, Red Sox' Eduardo Rodriguez facing 1-2-3","Top of the 1st, Orioles Batting, Tied 0-0, Red Sox' Eduardo Rodriguez facing 1-2-3","Top of the 1st, Orioles Batting, Tied 0-0, Red Sox' Eduardo Rodriguez facing 1-2-3","Top of the 1st, Orioles Batting, Tied 0-0, Red Sox' Eduardo Rodriguez facing 1-2-3","Top of the 1st, Orioles Batting, Tied 0-0, Red Sox' Eduardo Rodriguez facing 1-2-3","Top of the 1st, Orioles Batting, Tied 0-0, Red Sox' Eduardo Rodriguez facing 1-2-3","Top of the 1st, Orioles Batting, Tied 0-0, Red Sox' Eduardo Rodriguez facing 1-2-3"
t1,0-0,0,---,"5,(2-2) BBCFX",O,BAL,Trey Mancini,Eduardo Rodriguez,2%,52%,Groundout: 2B-1B
t1,0-0,1,---,"5,(3-1) BCBBX",,BAL,Adam Jones,Eduardo Rodriguez,-2%,50%,Single to 3B (Ground Ball to SS-3B Hole)
t1,0-0,1,1--,"7,(3-2) CCFBBBX",O,BAL,Manny Machado,Eduardo Rodriguez,3%,53%,Flyball: RF (CF-RF)
t1,0-0,2,1--,"3,(1-1) CBX",O,BAL,Jonathan Schoop,Eduardo Rodriguez,2%,55%,Lineout: CF (Deep CF-RF)
,,,,,,,,,"0 runs, 1 hit, 0 errors, 1 LOB. Orioles 0, Red Sox 0.","0 runs, 1 hit, 0 errors, 1 LOB. Orioles 0, Red Sox 0.","0 runs, 1 hit, 0 errors, 1 LOB. Orioles 0, Red Sox 0."
"Bottom of the 1st, Red Sox Batting, Tied 0-0, Orioles' David Hess facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Orioles' David Hess facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Orioles' David Hess facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Orioles' David Hess facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Orioles' David Hess facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Orioles' David Hess facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Orioles' David Hess facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Orioles' David Hess facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Orioles' David Hess facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Orioles' David Hess facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Orioles' David Hess facing 1-2-3","Bottom of the 1st, Red Sox Batting, Tied 0-0, Orioles' David Hess facing 1-2-3"
b1,0-0,0,---,"3,(1-1) FBX",O,BOS,Mookie Betts,David Hess,-2%,53%,Foul Popfly: C (Behind Home)
b1,0-0,1,---,"4,(2-1) BCBX",O,BOS,Andrew Benintendi,David Hess,-2%,51%,Groundout: 2B-1B (2B-1B)
b1,0-0,2,---,"2,(1-0) BX",O,BOS,Mitch Moreland,David Hess,-1%,50%,Groundout: 3B-1B
,,,,,,,,,"0 runs, 0 hits, 0 errors, 0 LOB. Orioles 0, Red Sox 0.","0 runs, 0 hits, 0 errors, 0 LOB. Orioles 0, Red Sox 0.","0 runs, 0 hits, 0 errors, 0 LOB. Orioles 0, Red Sox 0."
