Batting,AB,R,H,RBI,BB,SO,PA,BA,OBP,SLG,OPS,Pit,Str,WPA,aLI,WPA+,WPA-,cWPA,acLI,RE24,PO,A,Details
Trey Mancini 1B,5.0,0.0,1.0,0.0,0.0,1.0,5.0,0.257,0.335,0.409,0.744,16.0,12.0,-0.076,0.94,0.029,-0.105%,-0.00%,0.08,-1.5,3.0,2.0,
Adam Jones CF,4.0,0.0,3.0,0.0,0.0,1.0,4.0,0.267,0.284,0.439,0.722,15.0,11.0,0.093,0.82,0.102,-0.010%,0.01%,0.07,0.7,2.0,0.0,
Jace Peterson LF,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.197,0.329,0.288,0.617,5.0,4.0,0.01,0.15,0.01,0.000%,0.00%,0.01,0.6,0.0,0.0,2B
Manny Machado SS,5.0,0.0,1.0,0.0,0.0,1.0,5.0,0.343,0.419,0.652,1.07,22.0,13.0,-0.121,1.14,0.011,-0.131%,-0.01%,0.09,-1.0,0.0,0.0,
Jonathan Schoop 2B,5.0,0.0,0.0,0.0,0.0,2.0,5.0,0.225,0.263,0.387,0.65,26.0,17.0,-0.123,0.91,0.0,-0.123%,-0.01%,0.07,-1.8,2.0,1.0,
Mark Trumbo DH,5.0,0.0,1.0,0.0,0.0,2.0,5.0,0.274,0.284,0.384,0.667,25.0,16.0,-0.013,0.56,0.037,-0.050%,-0.00%,0.05,-0.7,,,
Danny Valencia 3B,4.0,0.0,1.0,0.0,0.0,0.0,4.0,0.28,0.348,0.488,0.836,14.0,9.0,0.002,0.72,0.045,-0.043%,0%,0.06,-0.1,3.0,3.0,
Joey Rickard RF,4.0,0.0,2.0,0.0,0.0,0.0,4.0,0.333,0.417,0.667,1.083,23.0,16.0,-0.039,0.86,0.028,-0.067%,-0.00%,0.07,0.0,2.0,0.0,
Andrew Susac C,4.0,0.0,1.0,0.0,0.0,2.0,4.0,0.182,0.182,0.273,0.455,15.0,10.0,-0.033,0.82,0.025,-0.058%,-0.00%,0.07,-0.8,9.0,0.0,
Craig Gentry LF-CF,4.0,0.0,2.0,0.0,0.0,1.0,4.0,0.224,0.278,0.284,0.561,9.0,8.0,-0.056,0.99,0.026,-0.081%,-0.00%,0.08,-0.2,1.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,
David Hess P,,,,,,,,,,,,,,,,,,,,,2.0,0.0,
Mike Wright Jr. P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Pedro Araujo P,,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Team Totals,41.0,0.0,13.0,0.0,0.0,10.0,41.0,0.317,0.317,0.341,0.659,170.0,116.0,-0.356,0.85,0.313,-0.668%,-0.02%,0.07,-4.8,24.0,6.0,
